Date,VTI,ITOT,EFA,MXEA,VWO,EEM,SPY,IVV,IJH,MDY,IWM,VB,EWU,NDDUUK,VGK,IEV,EWJ,NDDUJN,AXJL,NDUECAXJ,NDEUCHF
12/08/2008,64.93,29.015,64.85,1856.67,42.38,40.39,129.35,129.52,81.2,148.25,74.31,65.75,19.37,4762.61,62.84,46.85,11.62,4213.719,67.8,263.311,307.689
13/08/2008,64.78,29.029,63.83,1813.59,42.28,40.38,128.57,129.05,81.49,148.4,74.58,65.87,19.22,4604.154,61.75,46.03,11.42,4173.639,67.15,260.679,301.544
14/08/2008,65.12,29.11,63.58,1818.44,42.56,40.91,129.54,129.76,82.04,149.54,75.3,66.44,19.19,4670.088,61.39,45.71,11.35,4113.935,66.8191,260.84,306.231
15/08/2008,65.5,29.21,63.16,1803.32,41.97,40.27,130.17,130.29,82.04,149.9,75.1,66.48,19.04,4607.317,61.07,45.39,11.27,4105.445,66.55,258.497,303.162
16/08/2008,,,,,,,,,,,,,,,,,,,,,
17/08/2008,,,,,,,,,,,,,,,,,,,,,
18/08/2008,64.54,28.815,62.84,1809.12,41.01,39.59,128.39,128.54,81.05,147.85,74.13,65.4,18.95,4607.868,60.6,45.1,11.37,4164.983,65.64,254.737,298.529
19/08/2008,63.86,28.495,62.13,1766.49,40.6256,39.2572,126.99,127.25,80.21,146.32,72.9,64.47,18.72,4486.626,59.97,44.55,11.19,4090.575,65.174,250.447,292.416
20/08/2008,64.09,28.625,62.5,1774.13,41.84,40.26,127.58,127.96,80.55,146.9,73,64.6,18.81,4533.097,60.1,44.65,11.31,4070.869,66.49,254.024,303.233
21/08/2008,64.26,28.725,62.75,1778.54,41.64,40.2,127.8,128.22,80.6,146.53,72.16,64.3,18.98,4573.12,60.4546,44.88,11.38,4103.805,66,248.926,296.535
22/08/2008,65.16,29.04,63.04,1788.11,41.84,40.17,129.65,129.74,81.32,148.1,73.68,65.4,19.04,4645.699,60.93,45.2,11.3,4012.983,66.075,248.875,296.48
23/08/2008,,,,,,,,,,,,,,,,,,,,,
24/08/2008,,,,,,,,,,,,,,,,,,,,,
25/08/2008,63.79,28.485,62.05,1789.15,40.56,39.34,127.02,127.35,79.78,145.43,72.06,63.97,18.88,4632.075,59.89,44.46,11.2,4103.516,65.1912,251.783,306.545
26/08/2008,64,28.455,62.36,1774.49,40.7,39.41,127.39,127.64,80.12,146.28,72.17,64.15,18.9,4568.169,60.13,44.63,11.26,4059.669,65.15,249.49,306.454
27/08/2008,64.43,28.855,62.95,1781.27,41.49,40.25,128.63,128.72,80.98,147.7,73.03,64.92,19.1,4613.278,60.64,45.12,11.31,4044.057,65.97,252.849,315.779
28/08/2008,65.48,29.21,63.76,1800.63,41.53,40.53,130.19,130.55,82.27,149.73,74.51,66.14,19.36,4653.095,61.52,45.76,11.4,4041.766,66.9,249.31,308.109
29/08/2008,64.62,28.915,63.57,1821.06,41.06,40.05,128.79,128.94,81.39,148.2,73.87,65.48,19.2,4668.828,61.27,45.48,11.41,4194.622,66.31,251.677,311.617
30/08/2008,,,,,,,,,,,,,,,,,,,,,
31/08/2008,,,,,,,,,,,,,,,,,,,,,
01/09/2008,,,,1795.66,,,,,,,,,,4578.731,,,,4129.414,,244.686,306.088
02/09/2008,64.35,28.745,62.59,1792.11,39.65,38.84,127.99,128.35,80.78,146.83,73.85,65.41,18.62,4564.062,60.1,44.9,11.26,4042.436,65.47,243.882,305.943
03/09/2008,64.23,28.715,62.33,1768.51,39.31,38.2,127.88,128.26,80.2,145.98,74.15,65.56,18.5,4446.112,60.18,44.69,11.31,4082.037,65.19,240.407,296.633
04/09/2008,62.26,27.905,59.66,1723.52,38,36.44,124.03,124.29,78.17,142.4,71.82,63.57,17.86,4324.39,57.4,42.68,10.95,4033.358,62.28,237.969,291.592
05/09/2008,62.63,27.99,59.44,1677.89,37.9,36.96,124.42,124.89,78.42,142.4,71.64,63.6,17.76,4213.471,57.02,42.44,10.95,3986.485,62.14,233.223,285.061
06/09/2008,,,,,,,,,,,,,,,,,,,,,
07/09/2008,,,,,,,,,,,,,,,,,,,,,
08/09/2008,63.72,28.535,60.77,1728.16,38.49,37.42,126.99,127.46,79.57,144.87,72.48,64.71,18.2,4371.744,57.88,43.17,11.22,4085.729,63.63,245.048,295.929
09/09/2008,61.51,27.63,58.8,1704.72,36.85,35.32,123.22,123.14,76.46,139.55,70.81,62.39,17.79,4348.106,56.36,41.97,10.91,4019.158,61.04,239.234,288.652
10/09/2008,61.92,27.745,59.37,1686.09,36.9,35.8875,123.72,123.78,77.4,141.45,71.47,63.01,17.91,4286.922,56.67,42.15,11.05,4014.84,62.09,236.004,278.885
11/09/2008,62.79,28.135,59.24,1657.63,36.99,35.36,125.51,125.66,77.9,142.4,71.92,63.49,17.83,4235.588,56.6,42.21,10.99,3953.554,61.48,228.167,266.445
12/09/2008,63.41,28.2,60.4,1705.6,37.47,36.54,126.09,125.96,78.94,144.77,72.25,63.63,18.41,4398.552,57.87,43.2,11.06,3973.53,62.75,229.411,265.678
13/09/2008,,,,,,,,,,,,,,,,,,,,,
14/09/2008,,,,,,,,,,,,,,,,,,,,,
15/09/2008,60.5,27,57.83,1665.87,34.77,33.67,120.09,120.52,75.5,137.75,69.01,61.09,17.39,4244.373,55.3,41.18,10.75,4011.3,58.9,225.769,265.802
16/09/2008,61.28,27.37,57.4,1609.82,34.3,33.96,122.1,122.04,76.91,141.13,71,62.57,17.06,4056.44,54.62,40.69,10.65,3847.617,59.39,213.789,248.063
17/09/2008,58.54,26.1225,55.21,1592.77,32.03,31.55,116.61,116.5,73.65,134.63,67.8,59.59,16.77,4012.849,52.98,38.82,10.27,3869.717,56.13,213.895,236.893
18/09/2008,60.5,27.135,57.72,1589.38,34,34.21,120.07,120.78,77.05,140.7,71.8,62.8,17.5,4040.368,55.14,41.03,10.73,3764.541,58.63,209.832,237.637
19/09/2008,63.42,28.32,61.81,1703.49,38.97,38.47,124.12,125.96,79.61,145,75,65.77,18.55,4430.842,59.04,43.96,11.31,3887.352,62.51,225.984,270.37
20/09/2008,,,,,,,,,,,,,,,,,,,,,
21/09/2008,,,,,,,,,,,,,,,,,,,,,
22/09/2008,61.23,27.325,59.7,1713.82,36.44,35.96,121.31,121.61,76.74,140.55,71.95,63.37,18.07,4393.223,58.09,43.06,10.92,3967.156,62.19,228.924,276.662
23/09/2008,60.19,26.865,58.86,1698.64,35.22,34.84,118.55,119.42,75.73,137.55,70.99,62.07,17.76,4331.929,56.48,42.05,10.82,4006.555,61.27,224.313,262.313
24/09/2008,59.84,26.755,59.03,1685.92,35.79,35.24,118.93,119.4,75.18,136.7,69.94,61.41,17.74,4293.917,56.32,41.97,10.97,3990.262,62.4,224.041,263.238
25/09/2008,60.91,27.21,60.39,1701.36,37.12,37.05,120.79,121.15,75.63,137.79,70.3,61.96,18.07,4367.539,57.9,42.99,11.16,3954.541,63.07,222.761,262.445
26/09/2008,60.86,27.265,59.75,1672.49,36.07,35.79,120.85,121.36,75.16,136.7,70.63,61.76,17.8,4268.527,57.16,42.59,11.1,3952.909,62.68,218.405,257.871
27/09/2008,,,,,,,,,,,,,,,,,,,,,
28/09/2008,,,,,,,,,,,,,,,,,,,,,
29/09/2008,56.85,25.425,53.08,1588.97,32.13,31.61,111.38,112.35,70.38,127,65.05,57.4,15.66,3967.306,51.13,38.18,10.24,3922.109,55.51,211.37,244.751
30/09/2008,58.36,26.12,56.3,1553.15,34.66,34.17,115.99,116.82,72.36,131.8,68,59.65,16.65,3975.626,53.37,39.86,10.66,3724.405,59.13,210.008,248.082
01/10/2008,58.29,26.05,55.88,1568.2,34.22,34.58,116.06,115.9,71.78,131.85,67.02,58.66,16.8,3996.086,53.07,39.81,10.53,3798.092,59.4899,210.954,248.017
02/10/2008,55.67,24.99,53.44,1528.46,31.69,31.55,111.85,111.63,67.79,124,63.58,55.758,16.2,3900.677,50.78,38.14,10.08,3724.848,57.007,209.4,255.233
03/10/2008,54.82,24.55,53.23,1545.35,31.2,30.72,110.34,110.25,65.86,119.94,62.7,54.21,16.1,4028.412,50.64,38.22,9.88,3600.27,56.21,205.485,247.1
04/10/2008,,,,,,,,,,,,,,,,,,,,,
05/10/2008,,,,,,,,,,,,,,,,,,,,,
06/10/2008,52.91,23.815,50.22,1428.22,28.54,28.41,104.72,106.59,63.52,114.5,59.72,52.18,15.16,3629.377,47.83,36,9.55,3596.113,50.82,192.436,230.433
07/10/2008,49.68,22.3581,47.87,1426.09,26.61,26.2,100.03,100.4,60.23,108.4,55.8,48.9516,14.55,3693.953,45.5,34.2,9.21,3470.104,49.48,190.909,230.341
08/10/2008,48.73,21.975,46.8,1335.74,26.54,26.2,97.51,98.38,58.83,107.5,54.46,47.896,14.21,3455.887,44.41,33.85,8.87,3267.198,47.83,175.959,205.907
09/10/2008,45.674,20.585,44.002,1321.18,25.45,24.27,90.7,91.89,55,98.35,49.99,44.12,13.33,3393.919,41.5286,31.32,8.46,3266.044,45.74,178.731,213.331
10/10/2008,44.35,20.311,42.36,1209.71,24.8,24.55,88.5,91.5,54.74,100,52.45,45.22,12.99,3057.748,40.59,30.54,8.09,3055.647,43.77,170.687,198.081
11/10/2008,,,,,,,,,,,,,,,,,,,,,
12/10/2008,,,,,,,,,,,,,,,,,,,,,
13/10/2008,50.04,22.5,49.09,1303.82,29.83,30.14,101.35,100.91,60.56,112,56.98,49.56,14.82,3382.849,46.35,34.74,9.48,3024.271,50.36,182.407,221.914
14/10/2008,49.61,22.3,48.08,1376.46,29.07,28.64,99.85,99.95,59.12,108.7,55.38,48.62,14.37,3514.154,45.93,34.1,9.32,3391.743,49.24,191.995,232.6
15/10/2008,44.97,20.28,42.95,1310.84,24.61,24.01,90.02,90.79,53.58,96.03,50.41,43.86,12.66,3249.792,40.76,30.5,8.35,3419.382,46.04,183.745,218.659
16/10/2008,47.04,21.015,45.48,1218.07,25.23,25.19,93.77,94.71,55.63,101.67,53.71,46.3,13.31,3033.41,42.87,32.02,8.86,3109.085,47.51,169.855,205.721
17/10/2008,46.6,21,44.51,1260.49,25.1,24.4,93.21,94.21,54.88,100.13,52.45,45.57,13.28,3190.975,42.1,31.5,8.74,3178.796,45.74,164.832,196.571
18/10/2008,,,,,,,,,,,,,,,,,,,,,
19/10/2008,,,,,,,,,,,,,,,,,,,,,
20/10/2008,48.99,22.015,47.35,1299.78,26.56,26.11,98.81,98.75,57.85,105.25,54.69,47.54,14.07,3337.074,44.2,33.14,9.43,3294.731,48.9,170.318,208.827
21/10/2008,47.51,21.34,44.68,1301.31,24.55,24.03,95.86,95.57,56.26,102.65,53.18,46.36,13.23,3263.171,41.47,31.2,9.09,3430.22,47.28,169.262,203.661
22/10/2008,44.86,20.045,41.42,1216.43,22.19,21.5,90.64,90.34,53.04,98.13,50.51,44.09,12.24,3006.899,38.55,28.82,8.54,3247.725,43.77,160.009,189.503
23/10/2008,45.42,20.29,42.33,1204.01,22.45,22.1,91.69,91.1,51.86,93.38,48.99,42.38,12.3,3014.35,39.04,29.35,8.83,3224.318,43.29,151.993,182.156
24/10/2008,43.24,19.56,39.59,1137.55,20.45,19.82,87.04,87.63,50.41,89.3,47.17,41,11.55,2797.151,36.74,27.9,8.3,3113.576,40.612,140.326,167.389
25/10/2008,,,,,,,,,,,,,,,,,,,,,
26/10/2008,,,,,,,,,,,,,,,,,,,,,
27/10/2008,41.84,18.87,37.51,1080.73,19.72,19.3,83.95,84.78,47.76,86.08,44.86,38.94,10.9,2714.06,34.9,26.28,7.8,2876.707,38.2,131.748,147.223
28/10/2008,46.04,20.757,42.68,1110.16,23.07,24.24,93.76,94.19,52.21,95.2,48.45,41.91,12.76,2786.043,39.08,29.69,8.75,2943.63,42.48,139.062,163.524
29/10/2008,45.58,20.54,42.78,1205.24,22.84,22.6,93.08,92.29,52.6,95.4,48.7,42.73,12.91,3148.977,40.22,30.13,8.55,3071.416,42.75,140.547,166.902
30/10/2008,47.12,21.31,44.28,1245.11,25.18,25.65,96.3,95.67,55.24,101.88,51.43,44.751,13.7,3181.116,41.09,31,9.01,3341.326,43.67,158.185,192.073
31/10/2008,48.16,21.55,44.57,1238.81,25.21,25.43,96.83,97.39,56.95,103.4,53.75,46.61,13.36,3221.824,41.72,31.39,9,3173.853,43.98,159.468,191.661
01/11/2008,,,,,,,,,,,,,,,,,,,,,
02/11/2008,,,,,,,,,,,,,,,,,,,,,
03/11/2008,48,21.5567,44.75,1253.93,25.24,25.2,97.11,97,56.82,103.79,53.82,46.63,13.32,3209.768,41.43,31.27,9.06,3154.206,45.81,165.929,197.393
04/11/2008,49.73,22.39,47.82,1321.56,27.45,27.5,100.41,100.65,57.96,105.6,54.44,47.352,14.29,3400.288,44.75,33.45,9.56,3297.568,47.64,166.379,197.713
05/11/2008,47.27,21.216,45.22,1330.86,24.25,24,96.19,95.86,55.28,100.9,51.59,45.02,13.33,3346.406,41.882,31.46,9.36,3518.627,45.48,169.493,205.699
06/11/2008,44.95,20.222,42.3,1239.64,22.9,22.79,90.86,90.9,52.67,95.65,49.59,43.1101,12.3,3104.204,39.24,29.47,8.55,3337.222,43.06,157.821,188.3
07/11/2008,46.11,20.7753,44.69,1241.58,24.87,24.64,93.86,93.24,53.81,99.7,50.62,43.91,13.12,3145.135,41.53,31.13,9.05,3217.702,45.53,161.648,193.708
08/11/2008,,,,,,,,,,,,,,,,,,,,,
09/11/2008,,,,,,,,,,,,,,,,,,,,,
10/11/2008,45.6,20.54,44.02,1264.34,24.96,24.87,92.63,92.47,52.5,96.1,49.45,42.9766,12.88,3158.339,40.46,30.46,9.13,3343.759,44.01,166.029,208.9
11/11/2008,44.56,20.085,42.57,1198.85,23.65,23.32,89.77,90.19,51.35,92.58,48.38,42.07,12.61,2991.534,39.44,29.69,8.75,3277.963,42.29,159.31,200.503
12/11/2008,42.28,19.015,40.28,1170.39,21.6,21.59,85.82,85.81,48.78,88.45,45.56,39.5,11.64,2879.208,37.21,28.01,8.51,3285.269,39.53,156.773,199.688
13/11/2008,45.07,20.43,43.71,1148.02,24.47,24.58,91.17,91.66,52.63,96.64,49.31,42.7,12.39,2823.058,40.2801,30.33,9.09,3125.104,43.12,150.457,190.626
14/11/2008,43.15,19.43,41.2,1164.81,22.47,22.22,86.62,87.74,49.64,89.31,45.64,39.9,11.73,2868.34,38.04,28.74,8.6,3137.322,39.652,151.666,196.875
15/11/2008,,,,,,,,,,,,,,,,,,,,,
16/11/2008,,,,,,,,,,,,,,,,,,,,,
17/11/2008,42.02,19.035,40.45,1142.02,22.12,21.85,85.47,85.47,49.03,89.3,45.25,39.3231,11.66,2827.734,37.27,27.8,8.58,3158.632,39.02,150.478,196.782
18/11/2008,42.41,19.17,40.52,1136.82,21.82,21.53,87.08,86.25,48.82,91,45.03,39.14,11.9,2885.111,37.34,28.2,8.58,3065.792,38.69,143.57,187
19/11/2008,39.8373,17.935,37.81,1104.11,20.17,19.67,81.5,81.38,45.34,82.75,41.36,36.14,11.15,2768.126,34.83,26.49,8.03,3046.597,36.39,141.86,185.274
20/11/2008,37.18,16.749,35.73,1051.92,18.6,18.26,75.45,75.99,41.75,76.2,38.53,33.45,10.57,2623.356,32.77,24.68,7.8,2926.974,33.94,134.344,176.931
21/11/2008,39.29,17.803,38.27,1044.23,21,20.89,79.52,80.47,44.09,79.5,40.64,35.34,11,2561.476,34.57,26.09,8.28,3011.828,38.14,138.729,181.742
22/11/2008,,,,,,,,,,,,,,,,,,,,,
23/11/2008,,,,,,,,,,,,,,,,,,,,,
24/11/2008,41.63,18.85,40.56,1118.76,22.47,22.16,85.03,84.89,47.3,86,43.5,37.86,11.96,2866.288,37.23,28.1,8.67,2966.675,39.6369,136.557,180.07
25/11/2008,42.21,19.2,41.3,1150.03,22.03,21.74,85.66,86.26,48.35,86.93,44.22,38.586,12.04,2919.688,37.89,28.67,8.63,3105.426,39.61,140.072,186.099
26/11/2008,43.77,19.775,41.75,1141.11,23.53,23.4,88.97,89.22,50.79,92.5,46.87,40.84,12.28,2928.828,38.31,29.18,8.79,3067.385,40.94,144.711,192.218
27/11/2008,,,,1163.19,,,,,,,,,,2983.787,,,,3100.445,,147.881,197.028
28/11/2008,44.3,20,41.73,1168.23,23.03,22.95,90.09,90.12,51.47,93.59,47.34,41.29,12.5,3014.391,38.64,29.28,8.66,3134.311,40.41,150.025,200.382
29/11/2008,,,,,,,,,,,,,,,,,,,,,
30/11/2008,,,,,,,,,,,,,,,,,,,,,
01/12/2008,40.34,18.175,38.32,1115.62,20.99,20.74,82.11,82.24,46.1,83.99,42.02,36.49,11.21,2765.521,35.19,26.71,8.16,3152.552,37.29,150.177,205.448
02/12/2008,41.9301,18.99,40.4,1116.66,22.16,22.05,85.27,85.48,48.2,87.7,44.23,38.57,11.81,2822.314,37,28.02,8.572,3001.968,38.796,144.383,196.074
03/12/2008,43.01,19.45,40.94,1124.27,22.45,22.23,87.32,87.67,49.2,89.4,45.57,39.6676,11.67,2832.94,37.43,28.23,8.65,3052.643,39.81,144.99,201.941
04/12/2008,41.73,18.87,39.68,1120.9,21.53,21.28,85.3,85.07,47.75,86.96,44.06,38.4,11.33,2802.516,36.26,27.49,8.31,3021.998,38.38,144.726,201.648
05/12/2008,43.21,19.6,40.18,1087.67,22.58,22.54,87.93,88.21,49.71,90.54,46.1,40.01,11.69,2705.7,36.87,27.91,8.44,3033.088,39.76,146.092,206.767
06/12/2008,,,,,,,,,,,,,,,,,,,,,
07/12/2008,,,,,,,,,,,,,,,,,,,,,
08/12/2008,44.86,20.2785,42.09,1165.24,23.52,23.98,91,91.32,51.78,94.88,48.14,41.7599,12.22,2931.238,38.54,29.19,8.821,3106.388,42.81,155.509,224.596
09/12/2008,44.04,19.8238,41.7,1176.93,23.38,23.65,89.5,89.64,50.57,92.08,46.649,40.602,12.12,2975.941,38.43,29.03,8.76,3148.975,41.21,156.243,220.67
10/12/2008,44.54,20.18,42.798,1191.1,24.82,25.06,90.11,90.56,51.89,94.48,47.75,41.53,12.31,2970.639,39.34,29.86,8.946,3217.297,41.91,165.106,233.872
11/12/2008,43.29,19.63,42.61,1209.69,24.34,24.42,87.94,88.21,49.53,90.05,45.33,39.61,12.28,3008.818,39.31,29.84,8.92,3311.885,41.35,166.643,233.114
12/12/2008,43.72,19.6828,43.03,1179.03,24.57,24.76,88.99,88.67,50.77,92.69,46.89,40.84,12.3,2931.076,39.49,29.99,9.12,3175.526,41.67,159.314,219.091
13/12/2008,,,,,,,,,,,,,,,,,,,,,
14/12/2008,,,,,,,,,,,,,,,,,,,,,
15/12/2008,43,19.395,43.14,1212.73,24.38,24.43,87.75,87.72,49.68,90.27,45.38,39.56,12.46,3015.032,39.62,29.93,9.07,3341.686,40.81,164.272,223.247
16/12/2008,45.26,20.465,45.62,1218.05,26.27,26.38,91.88,92.05,52.66,95.96,48.33,42.008,13.07,3022.05,42.05,31.87,9.528,3281.614,43.53,165.733,225.548
17/12/2008,44.93,20.325,45.39,1259.89,25.6,25.92,90.99,91.14,53.17,96.6,48.77,42.5,12.79,3061.135,41.91,31.56,9.51,3407.362,42.71,169.077,234.953
18/12/2008,44.15,19.96,44,1264.97,25.11,25.35,89.29,89.47,52.42,95.52,48.46,41.86,12.23,3048.361,40.37,30.54,9.18,3359.364,41.76,172.723,238.154
19/12/2008,44.11,19.97,43.36,1225.08,25.04,25.44,88.19,89.23,52.33,94.81,48.7,42.29,12.01,2935.29,39.58,29.88,9.14,3334.458,42.33,171.213,233.83
20/12/2008,,,,,,,,,,,,,,,,,,,,,
21/12/2008,,,,,,,,,,,,,,,,,,,,,
22/12/2008,43.16,19.57,43.06,1211.56,24.2,24.49,87.06,88.04,51.43,93.09,47.76,41.26,11.99,2873.55,39.22,29.49,9.12,3358.357,37.31,166.281,225.376
23/12/2008,42.704,19.41,42.2,1209.34,23.89,23.95,86.16,86.97,50.72,91.64,46.71,40.72,11.55,2870.391,39.31,29.32,8.89,3351.497,37.1439,160.648,215.726
24/12/2008,42.87,19.345,42.76,1201.83,22.99,24.12,86.66,86.85,50.62,92.27,46.88,40.08,11.5,2849.945,37.01,29.71,9,3262.589,37.5001,160.935,214.708
25/12/2008,,,,1207.45,,,,,,,,,,2849.945,,,,3302.521,,160.862,214.705
26/12/2008,43.32,19.46,42.96,1210.75,22.97,24.04,87.16,87.4,51.25,93.4,47.55,40.74,11.71,2847.524,36.79,29.95,9.17,3341.13,38.23,160.152,214.732
27/12/2008,,,,,,,,,,,,,,,,,,,,,
28/12/2008,,,,,,,,,,,,,,,,,,,,,
29/12/2008,42.99,19.385,42.97,1234.57,23.06,24,86.91,87.25,50.7,92.36,46.82,40,11.58,2887.85,36.94,29.96,9.24,3390.408,37.7701,162.775,218.788
30/12/2008,44.12,19.91,44.26,1245,23.59,24.64,88.97,89.14,52.26,95.33,48.12,41.252,11.86,2910.793,38.1,30.81,9.5,3406.679,38.52,164.402,218.452
31/12/2008,44.74,20.235,44.86,1237.42,23.57,24.97,90.24,90.31,53.33,97.16,49.24,42.47,12.25,2927.747,38.36,31.14,9.58,3389.017,39.89,164.871,221.423
01/01/2009,,,,1237.42,,,,,,,,,,2927.747,,,,3389.017,,165.292,221.423
02/01/2009,46.03,20.765,45.44,1265.61,24.83,26.16,92.96,93.26,54.76,99.79,50.22,43.42,12.3,3039.445,39.09,31.47,9.63,3376.91,40.99,168.203,231.76
03/01/2009,,,,,,,,,,,,,,,,,,,,,
04/01/2009,,,,,,,,,,,,,,,,,,,,,
05/01/2009,46.02,20.67,44.71,1265.61,25.23,26.5,92.85,93.02,54.94,100.2,50.4,43.35,12.6,3067.445,38.68,31.17,9.39,3373.444,40.2759,173.933,242.162
06/01/2009,46.4,20.885,45.19,1264.02,25.68,27.1,93.47,93.61,55.6,101.54,51.25,44.25,12.91,3134.138,39.38,31.55,9.3,3329.416,41.634,174.622,240.581
07/01/2009,45.1,20.2718,44.41,1281.02,24.32,25.54,90.67,90.86,53.99,98.43,49.74,42.7599,12.52,3142.574,38.66,31.18,9.21,3445.713,39.66,173.046,230.316
08/01/2009,45.3,20.305,45.07,1270.93,24.17,25.43,91.042,91.26,54.27,98.92,49.98,43.1,12.8,3146.742,39.09,31.58,9.34,3390.118,40.02,165.84,218.037
09/01/2009,44.19,19.885,43.51,1255.32,23.582,24.88,89.09,89.26,52.88,96.25,48.13,41.52,12.44,3113.32,37.59,30.49,9.18,3407.245,39.12,163.937,217.165
10/01/2009,,,,,,,,,,,,,,,,,,,,,
11/01/2009,,,,,,,,,,,,,,,,,,,,,
12/01/2009,43.22,19.43,42.46,1232.26,22.49,23.83,86.95,87.21,51.38,93.66,46.7,40.36,12.07,3020.328,36.64,29.66,9.07,3445.63,37.663,159.369,208.184
13/01/2009,43.28,19.455,41.68,1190.74,22.64,23.9,87.11,87.28,51.93,94.66,47.32,40.79,11.87,2944.533,35.9,29.1,8.9,3261.984,37.11,158.268,203.005
14/01/2009,41.87,18.835,39.97,1159.79,21.52,22.74,84.37,84.52,49.86,91.03,45.24,39.1,11.27,2794.935,34.29,27.72,8.64,3307.09,36.28,160.144,206.653
15/01/2009,42.02,18.885,40.33,1130.61,21.81,23,84.4,84.7,50.62,92.29,45.97,39.67,11.26,2755.351,34.54,27.9,8.75,3173.678,35.82,152.512,200.429
16/01/2009,42.33,19.06,40.57,1155.49,22.12,23.25,85.06,85.23,51.48,93.85,46.48,40.12,11.33,2822.316,34.63,27.94,8.81,3226.469,35.76,155.62,202.107
17/01/2009,,,,,,,,,,,,,,,,,,,,,
18/01/2009,,,,,,,,,,,,,,,,,,,,,
19/01/2009,,,,1139.04,,,,,,,,,,2737.816,,,,3235.395,,156.479,204.127
20/01/2009,40.13,18.005,37.6,1102.84,20.5,21.52,80.57,80.74,48.41,88.22,43.33,37.48,10.38,2620.363,31.83,25.77,8.43,3194.438,33.55,152.549,199.646
21/01/2009,41.77,18.79,39.44,1095.16,21.64,22.69,84.05,84.25,50.67,92.3,45.49,39.27,10.89,2558.673,33.34,26.71,8.8,3208.173,35.2,149.686,193.997
22/01/2009,41.05,18.4636,38.52,1094.19,21.14,21.94,82.75,83.02,49.35,90,44.17,38.21,10.48,2556.111,32.5994,26.06,8.58,3204.441,34.25,150.346,194.323
23/01/2009,41.3,18.6,38.25,1069.77,21.19,22.22,83.11,83.22,49.95,91.01,44.39,38.43,10.43,2540.657,32.37,25.89,8.56,3084.958,33.826,148.132,191.962
24/01/2009,,,,,,,,,,,,,,,,,,,,,
25/01/2009,,,,,,,,,,,,,,,,,,,,,
26/01/2009,41.53,18.685,39,1108.1,21.51,22.48,83.68,83.9,50.28,91.57,44.89,38.81,10.8,2692.49,33.2,26.58,8.55,3056.05,33.8951,148.223,191.97
27/01/2009,42.02,18.9266,39.76,1130.35,21.69,22.88,84.53,84.74,50.88,92.9,45.38,39.29,11,2727.863,33.62,27.01,8.82,3238.485,35.32,148.933,191.891
28/01/2009,43.47,19.52,40.93,1155.7,22.93,24.04,87.39,87.56,52.91,96.49,47.25,40.8,11.42,2822.287,34.87,28.02,8.98,3205.923,36.43,152.46,191.917
29/01/2009,42.04,18.91,39.07,1139.8,21.75,22.82,84.55,84.73,51.08,93.28,45.4,39.14,11.03,2754.428,33.21,26.74,8.64,3261.7,34.4,154.868,200.247
30/01/2009,41.14,18.436,38.7,1115.14,21.47,22.65,82.83,82.97,49.73,90.69,44.48,38.37,11.1,2745.646,33.05,26.55,8.43,3158.673,33.996,155.887,203.037
31/01/2009,,,,,,,,,,,,,,,,,,,,,
01/02/2009,,,,,,,,,,,,,,,,,,,,,
02/02/2009,41.07,18.47,38.32,1087.24,21.33,22.42,82.58,82.72,49.87,90.79,44.84,38.42,10.73,2649.785,32.61,26.21,8.43,3088.19,33.728,152.231,197.267
03/02/2009,41.6499,18.72,39.42,1111.98,21.94,23.09,83.74,83.93,50.31,91.67,45.16,38.76,11.25,2742.447,33.8,27.09,8.59,3102.386,34.7,153.386,198.273
04/02/2009,41.43,18.64,39.22,1130.47,22.16,23.26,83.33,83.54,50.18,91.64,44.83,38.56,11.14,2831.872,33.37,26.82,8.665,3161.362,34.61,156.313,204.878
05/02/2009,42.09,18.9016,39.78,1122.75,22.58,23.75,84.57,84.81,50.87,92.84,45.35,39.01,11.5,2849.78,34.12,27.34,8.64,3119.369,35.1199,156.071,209.303
06/02/2009,43.3,19.445,40.7,1140.18,23.67,24.94,86.98,87.18,52.94,96.54,46.96,40.5,11.8,2913.796,34.97,28.06,8.69,3096.367,36.35,160.513,216.634
07/02/2009,,,,,,,,,,,,,,,,,,,,,
08/02/2009,,,,,,,,,,,,,,,,,,,,,
09/02/2009,43.31,19.48,40.69,1153.78,23.43,24.81,87.1,87.38,52.75,96.19,46.75,40.37,11.89,2959.655,35.3,28.29,8.53,3051.463,36.26,161.267,218.016
10/02/2009,41.33,18.5296,38.67,1129.97,22.17,23.31,83.11,83.23,50.57,92.19,44.59,38.5,11.2,2850.615,33.4,26.83,8.23,3061.494,34.11,161.466,220.113
11/02/2009,41.58,18.675,39.09,1120.17,22.69,24.01,83.6,83.79,50.56,92.12,44.76,38.63,11.25,2800.595,33.67,27.04,8.27,3091.669,35.0699,159.733,214.617
12/02/2009,41.69,18.72,38.97,1095.48,22.64,23.86,83.66,83.93,50.93,92.88,45.14,38.84,11.22,2760.316,33.74,26.9,8.26,3004.318,35.08,156.483,208.988
13/02/2009,41.27,18.56,38.55,1106.1,22.77,23.98,82.76,82.99,50.37,91.92,44.67,38.37,11.14,2785.576,33.37,26.59,8.04,2977.388,35.69,159.69,214.454
14/02/2009,,,,,,,,,,,,,,,,,,,,,
15/02/2009,,,,,,,,,,,,,,,,,,,,,
16/02/2009,,,,1089.03,,,,,,,,,,2712.713,,,,2996.457,,157.323,213.506
